state	collection_date	n	n_sgtf	n_b117	n_seq	n_sgtf_seq
NV	2020-12-09	1	0	0	0	0
NV	2020-12-10	9	0	0	0	0
NV	2020-12-11	6	0	0	0	0
NV	2020-12-12	5	0	0	0	0
NV	2020-12-14	2	0	0	0	0
NV	2020-12-15	4	0	0	0	0
NV	2020-12-16	6	0	0	0	0
NV	2020-12-17	3	0	0	0	0
NV	2020-12-18	2	0	0	0	0
NV	2020-12-19	2	0	0	0	0
NV	2020-12-21	1	0	0	0	0
NV	2020-12-22	9	0	0	0	0
NV	2020-12-23	5	0	0	0	0
NV	2020-12-24	7	0	0	0	0
NV	2020-12-26	1	0	0	0	0
NV	2020-12-27	1	0	0	0	0
NV	2020-12-28	5	0	0	0	0
NV	2020-12-29	5	0	0	0	0
NV	2020-12-30	2	0	0	0	0
NV	2020-12-31	8	0	0	0	0
NV	2021-01-03	1	0	0	0	0
NV	2021-01-04	2	0	0	1	0
NV	2021-01-05	10	0	0	0	0
NV	2021-01-06	3	0	0	1	0
NV	2021-01-07	4	0	0	0	0
NV	2021-01-08	2	0	0	0	0
NV	2021-01-09	1	0	0	0	0
NV	2021-01-11	3	0	0	1	0
NV	2021-01-12	10	0	0	1	0
NV	2021-01-13	1	0	0	0	0
NV	2021-01-14	6	0	0	1	0
NV	2021-01-15	3	1	0	0	0
NV	2021-01-16	1	0	0	0	0
NV	2021-01-17	2	0	0	0	0
NV	2021-01-18	1	0	0	0	0
NV	2021-01-19	3	0	0	0	0
NV	2021-01-21	1	0	0	0	0
NV	2021-01-26	3	0	0	0	0
NV	2021-01-28	2	0	0	0	0
NY	2020-09-08	1	0	0	0	0
NY	2020-09-09	1	0	0	0	0
NY	2020-09-13	1	0	0	0	0
NY	2020-09-15	1	0	0	0	0
NY	2020-09-16	1	0	0	0	0
NY	2020-09-22	1	0	0	0	0
NY	2020-09-25	2	0	0	0	0
NY	2020-10-02	1	0	0	0	0
NY	2020-10-05	1	0	0	0	0
NY	2020-10-06	2	0	0	0	0
NY	2020-10-10	1	0	0	0	0
NY	2020-10-12	2	0	0	0	0
NY	2020-10-13	3	0	0	0	0
NY	2020-10-16	1	0	0	0	0
NY	2020-10-17	1	0	0	0	0
NY	2020-10-18	1	0	0	0	0
NY	2020-10-19	2	0	0	0	0
NY	2020-10-22	1	0	0	0	0
NY	2020-10-23	5	0	0	0	0
NY	2020-10-24	1	0	0	0	0
NY	2020-10-25	2	0	0	0	0
NY	2020-10-26	1	0	0	0	0
NY	2020-10-27	1	0	0	0	0
NY	2020-10-29	1	0	0	0	0
NY	2020-10-30	3	0	0	0	0
NY	2020-10-31	1	0	0	0	0
NY	2020-11-02	4	0	0	0	0
NY	2020-11-03	1	0	0	0	0
NY	2020-11-04	2	0	0	0	0
NY	2020-11-05	1	0	0	0	0
NY	2020-11-06	3	0	0	0	0
NY	2020-11-07	4	0	0	0	0
NY	2020-11-08	2	0	0	0	0
NY	2020-11-09	1	0	0	0	0
NY	2020-11-10	3	0	0	0	0
NY	2020-11-11	1	0	0	0	0
NY	2020-11-12	8	0	0	0	0
NY	2020-11-13	4	0	0	0	0
NY	2020-11-14	11	0	0	0	0
NY	2020-11-15	3	0	0	0	0
NY	2020-11-16	5	0	0	0	0
NY	2020-11-17	7	0	0	0	0
NY	2020-11-18	6	0	0	0	0
NY	2020-11-19	4	0	0	0	0
NY	2020-11-20	7	0	0	0	0
NY	2020-11-21	4	0	0	0	0
NY	2020-11-22	1	0	0	0	0
NY	2020-11-23	5	0	0	0	0
NY	2020-11-24	5	0	0	0	0
NY	2020-11-25	6	1	0	0	0
NY	2020-11-27	10	0	0	0	0
NY	2020-11-28	9	0	0	0	0
NY	2020-11-29	5	0	0	0	0
NY	2020-11-30	8	0	0	0	0
NY	2020-12-01	6	0	0	0	0
NY	2020-12-02	4	0	0	0	0
NY	2020-12-03	1	0	0	0	0
NY	2020-12-04	3	0	0	0	0
NY	2020-12-05	5	0	0	0	0
NY	2020-12-06	4	0	0	0	0
NY	2020-12-07	5	0	0	0	0
NY	2020-12-08	7	0	0	0	0
NY	2020-12-09	9	0	0	0	0
NY	2020-12-10	3	0	0	0	0
NY	2020-12-11	1	0	0	0	0
NY	2020-12-12	9	0	0	0	0
NY	2020-12-13	1	0	0	0	0
NY	2020-12-14	5	0	0	0	0
NY	2020-12-15	7	0	0	0	0
NY	2020-12-16	7	0	0	0	0
NY	2020-12-17	7	0	0	0	0
NY	2020-12-18	5	0	0	0	0
NY	2020-12-19	2	0	0	0	0
NY	2020-12-20	2	0	0	0	0
NY	2020-12-21	11	0	0	0	0
NY	2020-12-22	5	0	0	0	0
NY	2020-12-23	9	0	0	0	0
NY	2020-12-24	6	0	0	0	0
NY	2020-12-26	6	0	0	0	0
NY	2020-12-27	4	0	0	0	0
NY	2020-12-28	18	0	0	0	0
NY	2020-12-29	8	0	0	0	0
NY	2020-12-30	13	0	0	0	0
NY	2020-12-31	17	0	0	0	0
NY	2021-01-01	1	0	0	0	0
NY	2021-01-02	11	0	0	3	0
NY	2021-01-03	14	0	0	2	0
NY	2021-01-04	5	0	0	1	0
NY	2021-01-05	14	0	0	2	0
NY	2021-01-06	12	0	0	1	0
NY	2021-01-07	11	0	0	0	0
NY	2021-01-08	7	0	0	0	0
NY	2021-01-09	3	0	0	0	0
NY	2021-01-10	4	0	0	1	0
NY	2021-01-11	10	0	0	0	0
NY	2021-01-12	5	0	0	1	0
NY	2021-01-13	12	0	0	0	0
NY	2021-01-14	3	0	0	0	0
NY	2021-01-15	9	0	0	0	0
NY	2021-01-16	10	2	0	0	0
NY	2021-01-17	8	1	0	0	0
NY	2021-01-18	6	0	0	0	0
NY	2021-01-19	11	0	0	0	0
NY	2021-01-20	16	0	0	0	0
NY	2021-01-21	6	1	0	0	0
NY	2021-01-22	10	0	0	0	0
NY	2021-01-23	2	0	0	0	0
NY	2021-01-24	4	1	0	0	0
NY	2021-01-25	12	1	0	0	0
NY	2021-01-26	3	0	0	0	0
NY	2021-01-27	5	0	0	0	0
NY	2021-01-28	5	0	0	0	0
NY	2021-01-29	1	0	0	0	0
OH	2020-09-05	1	0	0	0	0
OH	2020-09-08	3	0	0	0	0
OH	2020-09-09	1	0	0	0	0
OH	2020-09-10	1	0	0	0	0
OH	2020-09-11	1	0	0	0	0
OH	2020-09-16	1	0	0	0	0
OH	2020-09-17	1	0	0	0	0
OH	2020-09-22	1	0	0	0	0
OH	2020-09-24	1	0	0	0	0
OH	2020-09-25	1	0	0	0	0
OH	2020-09-26	1	0	0	0	0
OH	2020-09-29	1	0	0	0	0
OH	2020-09-30	1	0	0	0	0
OH	2020-10-01	2	0	0	0	0
OH	2020-10-06	4	0	0	0	0
OH	2020-10-07	3	0	0	0	0
OH	2020-10-08	3	0	0	0	0
OH	2020-10-10	3	0	0	0	0
OH	2020-10-13	4	0	0	0	0
OH	2020-10-14	1	0	0	0	0
OH	2020-10-15	4	0	0	0	0
OH	2020-10-16	1	0	0	0	0
OH	2020-10-19	1	0	0	0	0
OH	2020-10-20	4	0	0	0	0
OH	2020-10-21	1	0	0	0	0
OH	2020-10-22	5	0	0	0	0
OH	2020-10-23	3	0	0	0	0
OH	2020-10-24	1	0	0	0	0
OH	2020-10-25	3	0	0	0	0
OH	2020-10-26	1	0	0	0	0
OH	2020-10-27	3	0	0	0	0
OH	2020-10-28	5	0	0	0	0
OH	2020-10-29	10	0	0	0	0
OH	2020-10-30	4	0	0	0	0
OH	2020-10-31	7	0	0	0	0
OH	2020-11-01	1	0	0	0	0
OH	2020-11-02	6	0	0	0	0
OH	2020-11-03	8	0	0	0	0
OH	2020-11-04	12	0	0	0	0
OH	2020-11-05	13	0	0	0	0
OH	2020-11-06	10	0	0	0	0
OH	2020-11-07	15	0	0	0	0
OH	2020-11-08	11	0	0	0	0
OH	2020-11-09	22	0	0	0	0
OH	2020-11-10	27	0	0	0	0
OH	2020-11-11	17	0	0	0	0
OH	2020-11-12	23	0	0	0	0
OH	2020-11-13	19	0	0	0	0
OH	2020-11-14	18	0	0	0	0
OH	2020-11-15	14	0	0	0	0
OH	2020-11-16	15	1	0	0	0
OH	2020-11-17	26	0	0	0	0
OH	2020-11-18	14	0	0	0	0
OH	2020-11-19	15	0	0	0	0
OH	2020-11-20	22	0	0	0	0
OH	2020-11-21	12	1	0	0	0
OH	2020-11-22	14	0	0	0	0
OH	2020-11-23	31	0	0	0	0
OH	2020-11-24	29	0	0	0	0
OH	2020-11-25	28	1	0	0	0
OH	2020-11-27	21	0	0	0	0
OH	2020-11-28	24	2	0	0	0
OH	2020-11-29	11	1	0	0	0
OH	2020-11-30	18	1	0	0	0
OH	2020-12-01	42	0	0	0	0
OH	2020-12-02	20	0	0	0	0
OH	2020-12-03	45	0	0	0	0
OH	2020-12-04	23	0	0	0	0
OH	2020-12-05	13	0	0	0	0
OH	2020-12-06	11	0	0	0	0
OH	2020-12-07	18	0	0	0	0
OH	2020-12-08	39	0	0	0	0
OH	2020-12-09	17	0	0	0	0
OH	2020-12-10	27	0	0	0	0
OH	2020-12-11	18	0	0	0	0
OH	2020-12-12	12	0	0	0	0
OH	2020-12-13	9	1	0	0	0
OH	2020-12-14	12	1	0	0	0
OH	2020-12-15	17	0	0	0	0
OH	2020-12-16	6	0	0	0	0
OH	2020-12-17	25	0	0	0	0
OH	2020-12-18	8	0	0	0	0
OH	2020-12-19	14	0	0	0	0
OH	2020-12-20	8	0	0	0	0
OH	2020-12-21	17	0	0	0	0
OH	2020-12-22	29	0	0	0	0
OH	2020-12-23	10	0	0	0	0
OH	2020-12-24	12	0	0	0	0
OH	2020-12-26	6	0	0	0	0
OH	2020-12-27	12	0	0	0	0
OH	2020-12-28	10	0	0	0	0
OH	2020-12-29	15	0	0	0	0
OH	2020-12-30	13	0	0	0	0
OH	2020-12-31	11	0	0	0	0
OH	2021-01-02	14	0	0	2	0
OH	2021-01-03	11	0	0	0	0
OH	2021-01-04	7	0	0	2	0
OH	2021-01-05	14	0	0	1	0
OH	2021-01-06	3	0	0	2	0
OH	2021-01-07	15	0	0	0	0
OH	2021-01-08	12	0	0	0	0
OH	2021-01-09	10	0	0	0	0
OH	2021-01-10	7	0	0	1	0
OH	2021-01-11	12	0	0	1	0
OH	2021-01-12	13	1	0	3	1
OH	2021-01-13	6	0	0	0	0
OH	2021-01-14	12	0	0	0	0
OH	2021-01-15	7	0	0	0	0
OH	2021-01-16	8	0	0	0	0
OH	2021-01-17	2	0	0	0	0
OH	2021-01-18	3	0	0	0	0
OH	2021-01-19	11	0	0	0	0
OH	2021-01-20	2	0	0	0	0
OH	2021-01-21	7	0	0	0	0
OH	2021-01-22	6	0	0	0	0
OH	2021-01-23	5	0	0	0	0
OH	2021-01-24	2	0	0	0	0
OH	2021-01-25	3	0	0	0	0
OH	2021-01-26	9	0	0	0	0
OH	2021-01-27	4	0	0	0	0
OH	2021-01-28	6	0	0	0	0
OH	2021-01-29	4	0	0	0	0
OK	2020-09-07	1	0	0	0	0
OK	2020-09-11	1	0	0	0	0
OK	2020-09-17	1	0	0	0	0
OK	2020-09-21	2	0	0	0	0
OK	2020-09-24	2	0	0	0	0
OK	2020-09-28	3	0	0	0	0
OK	2020-09-29	1	0	0	0	0
OK	2020-10-06	3	0	0	0	0
OK	2020-10-12	2	0	0	0	0
OK	2020-10-13	2	0	0	0	0
OK	2020-10-15	1	0	0	0	0
OK	2020-10-16	1	0	0	0	0
OK	2020-10-17	1	0	0	0	0
OK	2020-10-20	2	0	0	0	0
OK	2020-10-26	2	0	0	0	0
OK	2020-10-27	2	0	0	0	0
OK	2020-10-30	1	0	0	0	0
OK	2020-10-31	1	0	0	0	0
OK	2020-11-02	1	0	0	0	0
OK	2020-11-03	6	0	0	0	0
OK	2020-11-04	2	0	0	0	0
OK	2020-11-08	1	0	0	0	0
OK	2020-11-09	4	0	0	0	0
OK	2020-11-10	4	0	0	0	0
OK	2020-11-11	2	0	0	0	0
OK	2020-11-13	2	0	0	0	0
OK	2020-11-14	1	0	0	0	0
OK	2020-11-15	2	0	0	0	0
OK	2020-11-16	5	0	0	0	0
OK	2020-11-17	6	0	0	0	0
OK	2020-11-20	6	0	0	0	0
OK	2020-11-23	1	0	0	0	0
OK	2020-11-24	4	0	0	0	0
OK	2020-11-27	11	0	0	0	0
OK	2020-11-30	3	0	0	0	0
OK	2020-12-01	2	0	0	0	0
OK	2020-12-02	5	0	0	0	0
OK	2020-12-03	5	0	0	0	0
OK	2020-12-04	2	0	0	0	0
OK	2020-12-05	2	0	0	0	0
OK	2020-12-07	7	0	0	0	0
OK	2020-12-08	7	0	0	0	0
OK	2020-12-10	6	0	0	0	0
OK	2020-12-11	12	0	0	0	0
OK	2020-12-13	1	0	0	0	0
OK	2020-12-14	10	0	0	0	0
OK	2020-12-15	4	0	0	0	0
OK	2020-12-16	2	0	0	0	0
OK	2020-12-17	1	0	0	0	0
OK	2020-12-18	5	0	0	0	0
OK	2020-12-21	10	0	0	0	0
OK	2020-12-22	3	0	0	0	0
OK	2020-12-23	1	0	0	0	0
OK	2020-12-24	3	0	0	0	0
OK	2020-12-27	1	0	0	0	0
OK	2020-12-28	4	0	0	0	0
OK	2020-12-29	1	0	0	0	0
OK	2020-12-31	3	0	0	1	0
OK	2021-01-02	2	0	0	0	0
OK	2021-01-04	2	0	0	0	0
OK	2021-01-05	1	0	0	1	0
OK	2021-01-06	1	0	0	0	0
OK	2021-01-07	4	0	0	0	0
OK	2021-01-08	7	0	0	0	0
OK	2021-01-09	1	0	0	1	0
OK	2021-01-11	2	0	0	0	0
OK	2021-01-12	1	0	0	0	0
OK	2021-01-13	1	0	0	0	0
OK	2021-01-15	2	0	0	0	0
OK	2021-01-16	1	0	0	0	0
OK	2021-01-17	2	0	0	0	0
OK	2021-01-18	1	0	0	0	0
OK	2021-01-20	2	0	0	0	0
OK	2021-01-21	3	0	0	0	0
OK	2021-01-22	4	0	0	0	0
OK	2021-01-23	2	0	0	0	0
OK	2021-01-24	1	0	0	0	0
OK	2021-01-25	1	0	0	0	0
OK	2021-01-29	1	0	0	0	0
OR	2020-09-08	2	0	0	0	0
OR	2020-09-10	1	0	0	0	0
OR	2020-09-17	1	0	0	0	0
OR	2020-09-22	1	0	0	0	0
OR	2020-09-28	2	0	0	0	0
OR	2020-09-29	1	0	0	0	0
OR	2020-10-15	1	0	0	0	0
OR	2020-10-27	2	0	0	0	0
OR	2020-10-30	1	0	0	0	0
OR	2020-11-03	1	0	0	0	0
OR	2020-11-12	2	0	0	0	0
OR	2020-11-16	2	0	0	0	0
OR	2020-11-17	2	0	0	0	0
OR	2020-11-19	2	0	0	0	0
OR	2020-11-20	1	0	0	0	0
OR	2020-11-23	2	0	0	0	0
OR	2020-11-25	4	0	0	0	0
OR	2020-11-28	1	0	0	0	0
OR	2020-12-01	1	0	0	0	0
OR	2020-12-03	5	0	0	0	0
OR	2020-12-05	2	0	0	0	0
OR	2020-12-07	1	0	0	0	0
OR	2020-12-08	6	0	0	0	0
OR	2020-12-10	4	0	0	0	0
OR	2020-12-15	6	0	0	0	0
OR	2020-12-17	5	0	0	0	0
OR	2020-12-19	2	0	0	0	0
OR	2020-12-22	6	0	0	0	0
OR	2020-12-24	4	0	0	0	0
OR	2020-12-25	4	0	0	0	0
OR	2020-12-28	1	0	0	0	0
OR	2020-12-29	1	0	0	0	0
OR	2020-12-31	3	0	0	0	0
OR	2021-01-03	1	0	0	1	0
OR	2021-01-04	1	0	0	0	0
OR	2021-01-05	1	0	0	1	0
OR	2021-01-07	1	0	0	1	0
OR	2021-01-10	2	0	0	1	0
OR	2021-01-12	1	0	0	1	0
OR	2021-01-13	1	0	0	1	0
OR	2021-01-15	2	0	0	0	0
OR	2021-01-16	1	0	0	0	0
OR	2021-01-18	1	0	0	0	0
OR	2021-01-19	3	0	0	0	0
OR	2021-01-20	1	0	0	0	0
OR	2021-01-21	1	0	0	0	0
OR	2021-01-23	1	0	0	0	0
OR	2021-01-26	1	0	0	0	0
OR	2021-01-28	2	0	0	0	0
OR	2021-01-29	1	0	0	0	0
PA	2020-09-08	2	0	0	0	0
PA	2020-09-18	1	0	0	0	0
PA	2020-09-22	1	0	0	0	0
PA	2020-09-23	1	0	0	0	0
PA	2020-09-24	1	0	0	0	0
PA	2020-09-26	1	0	0	0	0
PA	2020-10-01	2	0	0	0	0
PA	2020-10-03	1	0	0	0	0
PA	2020-10-06	1	0	0	0	0
PA	2020-10-07	1	0	0	0	0
PA	2020-10-08	2	0	0	0	0
PA	2020-10-09	7	0	0	0	0
PA	2020-10-10	7	0	0	0	0
PA	2020-10-11	6	0	0	0	0
PA	2020-10-12	13	0	0	0	0
PA	2020-10-13	30	0	0	0	0
PA	2020-10-14	29	0	0	0	0
PA	2020-10-15	21	0	0	0	0
PA	2020-10-16	22	0	0	0	0
PA	2020-10-17	27	0	0	0	0
PA	2020-10-18	28	0	0	0	0
PA	2020-10-19	24	0	0	0	0
PA	2020-10-20	23	0	0	0	0
PA	2020-10-21	28	0	0	0	0
PA	2020-10-22	30	0	0	0	0
PA	2020-10-23	42	0	0	0	0
PA	2020-10-24	39	0	0	0	0
PA	2020-10-25	24	0	0	0	0
PA	2020-10-26	48	0	0	0	0
PA	2020-10-27	34	0	0	0	0
PA	2020-10-28	38	0	0	0	0
PA	2020-10-29	34	0	0	0	0
PA	2020-10-30	56	0	0	0	0
PA	2020-10-31	46	0	0	0	0
PA	2020-11-01	31	0	0	0	0
PA	2020-11-02	43	0	0	0	0
PA	2020-11-03	40	0	0	0	0
PA	2020-11-04	47	0	0	0	0
PA	2020-11-05	61	0	0	0	0
PA	2020-11-06	165	0	0	0	0
PA	2020-11-07	216	1	0	0	0
PA	2020-11-08	196	0	0	0	0
PA	2020-11-09	255	0	0	0	0
PA	2020-11-10	236	0	0	0	0
PA	2020-11-11	133	0	0	0	0
PA	2020-11-12	237	0	0	0	0
PA	2020-11-13	267	0	0	0	0
PA	2020-11-14	255	0	0	0	0
PA	2020-11-15	207	0	0	0	0
PA	2020-11-16	196	0	0	0	0
PA	2020-11-17	211	0	0	0	0
PA	2020-11-18	173	0	0	0	0
PA	2020-11-19	171	0	0	0	0
PA	2020-11-20	143	0	0	0	0
PA	2020-11-21	123	2	0	0	0
PA	2020-11-22	129	1	0	0	0
PA	2020-11-23	178	3	0	0	0
PA	2020-11-24	181	3	0	0	0
PA	2020-11-25	207	3	0	0	0
PA	2020-11-26	2	0	0	0	0
PA	2020-11-27	238	2	0	0	0
PA	2020-11-28	295	0	0	0	0
PA	2020-11-29	227	0	0	0	0
PA	2020-11-30	281	0	0	0	0
PA	2020-12-01	274	0	0	0	0
PA	2020-12-02	241	1	0	0	0
PA	2020-12-03	258	1	0	0	0
PA	2020-12-04	247	0	0	0	0
PA	2020-12-05	224	0	0	0	0
PA	2020-12-06	232	3	0	0	0
PA	2020-12-07	266	1	0	0	0
PA	2020-12-08	288	2	0	0	0
PA	2020-12-09	230	1	0	0	0
PA	2020-12-10	242	2	0	0	0
PA	2020-12-11	271	1	0	0	0
PA	2020-12-12	212	0	0	0	0
PA	2020-12-13	208	0	0	0	0
PA	2020-12-14	237	3	0	0	0
PA	2020-12-15	259	1	0	0	0
PA	2020-12-16	197	0	0	0	0
PA	2020-12-17	193	0	0	0	0
PA	2020-12-18	202	0	0	0	0
PA	2020-12-19	196	1	0	1	1
PA	2020-12-20	140	1	0	1	1
PA	2020-12-21	217	0	0	0	0
PA	2020-12-22	180	1	0	0	0
PA	2020-12-23	252	1	0	0	0
PA	2020-12-24	265	1	0	1	1
PA	2020-12-26	293	0	0	0	0
PA	2020-12-27	283	0	0	0	0
PA	2020-12-28	270	1	1	1	1
PA	2020-12-29	293	2	0	2	2
PA	2020-12-30	272	1	0	4	1
PA	2020-12-31	242	2	0	4	1
PA	2021-01-02	321	0	0	6	0
PA	2021-01-03	279	0	0	8	0
PA	2021-01-04	308	3	0	7	3
PA	2021-01-05	330	2	1	5	2
PA	2021-01-06	304	3	0	8	3
PA	2021-01-07	294	1	0	0	0
PA	2021-01-08	311	0	0	0	0
PA	2021-01-09	239	1	0	0	0
PA	2021-01-10	184	3	1	3	2
PA	2021-01-11	278	1	0	6	1
PA	2021-01-12	251	0	0	3	0
PA	2021-01-13	220	0	0	0	0
PA	2021-01-14	247	5	0	3	3
PA	2021-01-15	231	2	1	3	1
PA	2021-01-16	208	2	0	0	0
PA	2021-01-17	165	1	0	0	0
PA	2021-01-18	223	3	0	0	0
PA	2021-01-19	275	3	0	0	0
PA	2021-01-20	227	3	0	0	0
PA	2021-01-21	276	0	0	0	0
PA	2021-01-22	257	3	0	0	0
PA	2021-01-23	193	0	0	0	0
PA	2021-01-24	186	3	0	0	0
PA	2021-01-25	220	6	0	0	0
PA	2021-01-26	233	2	0	0	0
PA	2021-01-27	208	4	0	0	0
PA	2021-01-28	222	0	0	0	0
PA	2021-01-29	52	1	0	0	0
PR	2020-09-05	3	0	0	0	0
PR	2020-09-08	2	0	0	0	0
PR	2020-09-12	2	0	0	0	0
PR	2020-09-19	1	0	0	0	0
PR	2020-09-22	1	0	0	0	0
PR	2020-09-26	1	0	0	0	0
PR	2020-09-29	2	0	0	0	0
PR	2020-10-06	1	0	0	0	0
PR	2020-10-13	1	0	0	0	0
PR	2020-10-15	1	0	0	0	0
PR	2020-10-17	1	0	0	0	0
PR	2020-10-27	1	0	0	0	0
PR	2020-10-29	1	0	0	0	0
PR	2020-10-31	1	0	0	0	0
PR	2020-11-03	1	0	0	0	0
